the location of the crime, 124, char, 2
214524.6074425, 214526.4914725, 3.00250053405762, 4.0, what you see is what you he
214526.8076635, 214527.356456833, 17.4400005340576, 4.0, what you see is what you has
214526.8076635, 214527.356456833, 17.4400005340576, 4.0, what you see is what you her
214528.5733815, 214528.656738625, -5.0, 4.0, what you see is what you far
214528.741716042, 214528.806785708, -5.0, 4.0, what you see is what you get
a much higher risk of getting cancer, 36, word, 49
214531.091981833, 214531.325067875, 1.02250003814697, 4.0, a
214531.608278125, 214532.09179, 11.4174995422363, 4.0, an
214532.241277042, 214532.858390583, 18.2649993896484, 4.0, air
214533.074819333, 214533.391814292, 3.33249950408936, 4.0, blue
214533.558055292, 214534.341999833, 8.36499977111816, 4.0, bitch
214536.258584042, 214536.358400833, 100.0, 1.0, 
214536.258584042, 214537.025344708, 0.115000247955322, 4.0, a
214538.008761542, 214539.02543375, 12.3249988555908, 4.0, a i
214539.291721, 214539.892308833, 19.1725006103516, 4.0, a it
214540.125172833, 214540.392233208, 3.66249942779541, 4.0, a lsc
214540.525152125, 214540.775490708, 11.6649990081787, 4.0, a much
214541.959014667, 214542.692537958, 7.04500007629395, 4.0, a much i
214542.925346792, 214543.275688333, 6.22000026702881, 4.0, a much he
214543.525394875, 214544.358975167, 7.70499992370605, 4.0, a much did
214544.558807542, 214544.792271708, 6.05500030517578, 4.0, a much high
214545.142284208, 214545.426104958, 6.05500030517578, 4.0, a much chief
214545.642324125, 214546.309199833, 14.3874988555908, 4.0, a much higher
214547.726134958, 214548.559428917, 16.1199989318848, 4.0, a much higher p
214548.842541625, 214549.2261735, 8.28250026702881, 4.0, a much higher of
214549.525890208, 214550.176150125, 17.1100006103516, 4.0, a much higher per
214550.375859, 214550.7760705, 11.2525005340576, 4.0, a much higher risk
214551.959636, 214552.676415583, 13.0675010681152, 4.0, a much higher risk i
214552.9594955, 214553.209527167, 9.60249996185303, 4.0, a much higher risk of
214554.45954725, 214556.176623833, 9.02500057220459, 4.0, a much higher risk of i
214556.509686625, 214556.776677042, 3.00250053405762, 4.0, a much higher risk of he
214557.042948792, 214558.110064, 21.1525001525879, 4.0, a much higher risk of has
214558.3097365, 214558.82680125, 19.3374996185303, 4.0, a much higher risk of last
214559.47676475, 214559.976894458, 6.38500022888184, 4.0, a much higher risk of jesse
214560.24410775, 214560.743561583, 13.1499996185303, 4.0, a much higher risk of matter
214561.310274417, 214561.660309958, 8.03500080108643, 4.0, a much higher risk of getting
214563.17708775, 214563.460471583, 6.22000026702881, 4.0, a much higher risk of getting i
214563.626738375, 214563.810101833, 1.1875, 4.0, a much higher risk of getting ca
214564.07685925, 214565.293880167, 14.1399993896484, 4.0, a much higher risk of getting can
214565.593634958, 214565.777318167, 2.01250028610229, 4.0, a much higher risk of getting hand
214566.910718333, 214567.310640208, 7.12750053405762, 4.0, a much higher risk of getting dance
214567.610639708, 214568.992971625, 15.2950000762939, 4.0, a much higher risk of getting cancer
jumping right out of the water, 26, word, 50
214571.760920167, 214572.510977708, 9.10750007629395, 4.0, i
214573.111013667, 214574.527834167, 20.3274993896484, 4.0, it
214574.844461333, 214575.311197875, 14.3049983978271, 4.0, fun
214575.477588583, 214576.061217792, 13.0675010681152, 4.0, from
214576.461237667, 214576.878026667, 8.19999980926514, 4.0, julie
214577.027645417, 214577.978135833, 13.2325000762939, 4.0, muslim
214578.261284792, 214578.611373208, 6.38500022888184, 4.0, jumping
214579.528192625, 214581.244949833, 16.1199989318848, 4.0, jumping p
214581.527967958, 214581.878289083, 8.19999980926514, 4.0, jumping of
214582.177958042, 214583.778475708, 5.14750003814697, 4.0, jumping the
214584.11160125, 214584.378437917, 5.06500053405762, 4.0, jumping need
214584.64482625, 214585.66111525, 17.1100006103516, 4.0, jumping offer
214584.64482625, 214585.66111525, 17.1100006103516, 4.0, jumping right
214587.678653875, 214588.19540825, 13.2325000762939, 4.0, jumping right i
214588.645458083, 214589.44550825, 20.1625003814697, 4.0, jumping right it
214589.545175042, 214589.977487792, 18.5124988555908, 4.0, jumping right out
214590.945591, 214591.578921083, 14.3874988555908, 4.0, jumping right out i
214591.895347792, 214592.42887525, 7.04500007629395, 4.0, jumping right out of
214593.645897625, 214594.245701292, 17.0275001525879, 4.0, jumping right out of q
214594.478762958, 214595.345898667, 9.19000053405762, 4.0, jumping right out of of
214595.695881958, 214595.995894292, 5.47749996185303, 4.0, jumping right out of the
214596.729277917, 214597.595832542, 21.0700016021729, 4.0, jumping right out of the v
214597.812438958, 214597.996014667, 3.00250053405762, 4.0, jumping right out of the we
214598.296122917, 214599.179391542, 18.2649993896484, 4.0, jumping right out of the was
214599.362412458, 214599.595853625, 6.05500030517578, 4.0, jumping right out of the were
214599.862574417, 214600.545959, 16.1199989318848, 4.0, jumping right out of the water
why do you ask silly questions, 36, word, 51
214678.317829708, 214679.201440167, 24.4524993896484, 4.0, y
214679.451308042, 214680.151582542, 7.12750053405762, 4.0, we
214680.317851167, 214681.451166333, 25.0300006866455, 4.0, why
214682.634955958, 214682.902022917, 9.4375, 4.0, why i
214683.151335583, 214683.801720792, 13.2325000762939, 4.0, why in
214683.151335583, 214683.801720792, 13.2325000762939, 4.0, why go
214684.351592875, 214684.433887583, -5.0, 4.0, why do
214686.285075167, 214687.201983458, 24.0399990081787, 4.0, why do y
214687.501988, 214688.502018, 15.0475006103516, 4.0, why do to
214688.701815625, 214689.134214042, 21.0700016021729, 4.0, why do you
214690.252272583, 214690.40211525, 0.362499713897705, 4.0, why do you a
214690.735392833, 214691.618831958, 18.1824989318848, 4.0, why do you as
214691.83515125, 214692.152229583, 10.5924997329712, 4.0, why do you are
214693.352407792, 214693.935614208, 17.1100006103516, 4.0, why do you are q
214694.102012625, 214694.50234425, 11.5, 4.0, why do you are to
214694.651972167, 214694.935504542, 8.19999980926514, 4.0, why do you are the
214695.268752417, 214696.885586375, 23.1325016021729, 4.0, why do you are they
214698.535977333, 214698.652439417, 100.0, 1.0, why do you are
214698.535977333, 214700.502677792, 21.4825000762939, 4.0, why do you are v
214700.752649833, 214701.06937275, 10.1800003051758, 4.0, why do you are uh
214701.552778333, 214701.919407417, 10.4274997711182, 4.0, why do you are the
214702.152464167, 214702.436135833, 12.0774993896484, 4.0, why do you are will
214702.619089292, 214704.085107667, 23.4624996185303, 4.0, why do you are silly
214705.786464625, 214706.686452958, 15.0475006103516, 4.0, why do you are silly o
214707.153079875, 214708.853241625, 19.1725006103516, 4.0, why do you are silly or
214709.086246, 214710.003308, 18.1000003814697, 4.0, why do you are silly out
214710.119796875, 214710.58666125, 17.0275001525879, 4.0, why do you are silly must
214711.670057667, 214713.536708375, 100.0, 1.0, why do you are silly out
214711.670057667, 214713.936812958, 100.0, 1.0, why do you are silly or
214711.670057667, 214714.786940625, 5.14750003814697, 4.0, why do you are silly pre
214715.070062458, 214715.68700625, 21.0700016021729, 4.0, why do you are silly over
214715.82009825, 214716.23702375, 18.1000003814697, 4.0, why do you are silly press
214716.520378167, 214716.920473208, 8.03500080108643, 4.0, why do you are silly statue
214717.070338625, 214717.6205095, 16.1199989318848, 4.0, why do you are silly quarter
214717.770332708, 214718.153862708, 12.4074993133545, 4.0, why do you are silly question
214718.803841958, 214720.003965292, 20.0799999237061, 4.0, why do you are silly questions
experience is hard to come by, 29, word, 52
214722.970975333, 214723.220943667, 6.22000026702881, 4.0, i
214723.437187083, 214724.370848167, 25.4425010681152, 4.0, by
214724.687614208, 214725.537736917, 16.1199989318848, 4.0, but
214725.821100375, 214726.187682625, 5.3125, 4.0, hype
214726.421160875, 214727.271216417, 17.4400005340576, 4.0, funds
214727.487604292, 214728.12129675, 10.0975008010864, 4.0, during
214728.687823458, 214729.754608, 4.15750026702881, 4.0, dynamic
214729.987929792, 214731.138107917, 13.0675010681152, 4.0, external
214731.638076833, 214731.904762708, 4.07499980926514, 4.0, exploring
214732.037834208, 214732.254759125, 8.77749919891357, 4.0, experience
214733.404968792, 214734.071727792, 5.14750003814697, 4.0, experience a
214734.488391708, 214735.254922, 17.0275001525879, 4.0, experience do
214734.488391708, 214735.254922, 17.0275001525879, 4.0, experience as
214736.171728083, 214736.270360083, -5.0, 4.0, experience is
214738.021888917, 214738.255097333, 8.03500080108643, 4.0, experience is i
214738.488196792, 214738.671909042, 2.42499971389771, 4.0, experience is he
214738.971686208, 214739.721974708, 17.3575000762939, 4.0, experience is has
214739.971651542, 214740.272150083, 4.15750026702881, 4.0, experience is hard
214741.272070833, 214741.888837042, 17.1100006103516, 4.0, experience is hard q
214742.121767708, 214742.605264125, 19.0075016021729, 4.0, experience is hard or
214742.671802917, 214745.0722975, 6.13749980926514, 4.0, experience is hard use
214745.372007333, 214745.555447583, 100.0, 1.0, experience is hard or
214745.372007333, 214745.555447583, 100.0, 1.0, experience is hard to
214748.437864417, 214748.7392605, 3.33249950408936, 4.0, experience is hard to a
214748.988933042, 214749.672633042, 13.1499996185303, 4.0, experience is hard to an
214749.855650542, 214750.489241167, 15.1300010681152, 4.0, experience is hard to for
214750.755691958, 214751.172772792, 5.06500053405762, 4.0, experience is hard to come
214752.406185292, 214753.47287975, 3.41499996185303, 4.0, experience is hard to come a
214753.922960875, 214754.889401125, 26.1024990081787, 4.0, experience is hard to come by
can we play cards tonight, 35, word, 53
214757.65648925, 214757.7899245, 0.445000171661377, 4.0, a
214758.006484542, 214758.206516958, 3.41499996185303, 4.0, be
214758.37285975, 214758.956578875, 13.0675010681152, 4.0, can
214760.223302917, 214760.389836417, 100.0, 1.0, 
214760.223302917, 214761.723388042, 3.16750049591064, 4.0, a
214761.989744083, 214762.156807208, 3.49749946594238, 4.0, be
214762.339727958, 214762.7401195, 10.0975008010864, 4.0, can
214763.17362075, 214763.873622583, 19.3374996185303, 4.0, can t
214764.423874167, 214764.690240708, 5.72499942779541, 4.0, can of
214764.423874167, 214764.690240708, 5.72499942779541, 4.0, can uh
214765.590209833, 214765.672342, -5.0, 4.0, can we
214766.823809792, 214768.190590917, 13.0675010681152, 4.0, can we i
214768.45690425, 214768.890337708, 10.0150003433228, 4.0, can we of
214769.073662583, 214769.240350167, 2.25999975204468, 4.0, can we old
214769.540470583, 214771.940890333, 22.0599994659424, 4.0, can we okay
214769.540470583, 214771.940890333, 22.0599994659424, 4.0, can we play
214774.140975417, 214774.357673667, 5.3125, 4.0, can we play a
214774.573902958, 214774.723959, 2.25999975204468, 4.0, can we play be
214775.024082833, 214776.774443042, 15.2124996185303, 4.0, can we play can
214777.007388667, 214777.324468708, 6.05500030517578, 4.0, can we play came
214780.624715458, 214780.724454958, 100.0, 1.0, can we play
214780.624715458, 214781.591207792, 2.09500026702881, 4.0, can we play a
214781.87478825, 214782.024821, 1.10500001907349, 4.0, can we play ca
214782.291091292, 214783.191552667, 17.3575000762939, 4.0, can we play can
214783.424577667, 214783.708137625, 4.48750019073486, 4.0, can we play care
214784.008126292, 214784.774922, 19.0900001525879, 4.0, can we play cases
214784.008126292, 214784.774922, 19.0900001525879, 4.0, can we play cards
214786.441842625, 214787.591853375, 18.1824989318848, 4.0, can we play cards s
214787.908498792, 214789.191949375, 14.9650001525879, 4.0, can we play cards to
214789.30833475, 214789.775194917, 15.2124996185303, 4.0, can we play cards too
214790.074995917, 214790.52519425, 6.13749980926514, 4.0, can we play cards some
214790.691629208, 214790.975229958, 9.60249996185303, 4.0, can we play cards stock
214791.208326708, 214791.442123833, 6.30249977111816, 4.0, can we play cards unlike
214791.842208708, 214792.690925708, 18.1000003814697, 4.0, can we play cards soldier
214791.842208708, 214792.690925708, 18.1000003814697, 4.0, can we play cards tonight
elections bring out the best, 24, word, 54
214795.842820417, 214796.025691, 1.02250003814697, 4.0, a
214796.27547225, 214796.592157583, 12.1599998474121, 4.0, an
214796.775354375, 214797.009002875, 6.55000019073486, 4.0, and
214797.692483625, 214798.308991125, 2.09500026702881, 4.0, died
214798.542336042, 214801.059342333, 19.1725006103516, 4.0, clear
214801.3760135, 214801.759444833, 8.19999980926514, 4.0, cheese
214801.925831083, 214803.193062208, 15.0475006103516, 4.0, cheaper
214803.325843208, 214803.692916958, 15.0475006103516, 4.0, election
214804.059481708, 214804.742992542, 16.2849998474121, 4.0, elections
214805.893099083, 214806.15962725, 1.1875, 4.0, elections a
214806.443029, 214808.009511542, 16.2024993896484, 4.0, elections as
214808.1928655, 214808.5598465, 11.0050010681152, 4.0, elections all
214808.67612325, 214809.2265825, 12.0774993896484, 4.0, elections book
214809.526456042, 214810.1099365, 9.19000053405762, 4.0, elections bring
214811.1766465, 214812.9767805, 13.0675010681152, 4.0, elections bring i
214813.176422417, 214813.57666625, 20.5749988555908, 4.0, elections bring it
214813.843546208, 214814.658981833, 17.0275001525879, 4.0, elections bring our
214815.693787292, 214817.293806833, 18.1824989318848, 4.0, elections bring our s
214817.577047292, 214819.577168625, 6.30249977111816, 4.0, elections bring our of
214819.910256667, 214820.143783958, 5.3125, 4.0, elections bring our the
214821.727394708, 214821.994020667, 2.09500026702881, 4.0, elections bring our the a
214822.243848125, 214822.427476625, 3.57999992370605, 4.0, elections bring our the be
214822.627215125, 214823.17771525, 18.4299983978271, 4.0, elections bring our the act
214823.260350083, 214823.560498292, 17.1100006103516, 4.0, elections bring our the best
questioning the wisdom of the courts, 34, word, 55
214826.060995917, 214826.461040208, 15.2124996185303, 4.0, o
214826.577264875, 214826.977646542, 18.5124988555908, 4.0, or
214827.777777083, 214828.094289833, 5.23000049591064, 4.0, pre
214828.244060125, 214828.827831792, 18.1824989318848, 4.0, over
214828.977442417, 214829.494541042, 18.1824989318848, 4.0, press
214829.744538875, 214830.044566417, 9.02500057220459, 4.0, puerto
214830.19423025, 214831.061171167, 15.1300010681152, 4.0, quarter
214831.160967875, 214831.561407833, 15.1300010681152, 4.0, question
214833.194790792, 214833.778129, 6.30249977111816, 4.0, transform
214834.044844417, 214834.54491875, 12.0774993896484, 4.0, questioning
214836.711753875, 214837.094956167, 14.1399993896484, 4.0, questioning i
214837.411843708, 214837.845094, 7.29250049591064, 4.0, questioning of
214838.011327042, 214838.228233875, 10.2624998092651, 4.0, questioning off
214838.011327042, 214838.228233875, 10.2624998092651, 4.0, questioning oil
214839.710580542, 214839.793881, -5.0, 4.0, questioning mhm
214839.878653, 214839.94378475, -5.0, 4.0, questioning men
